pid,date,archive_number,title,description,extent,condition,date_unvalidated,creator,collector,materials,collection,key,order,layout,notes,thumbnail,full
778,2023-10-25,23-01/2-4-9,Enamel Pie Dish with Funnel,Enamel Pie Dish with Funnel,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,777,tinui_item,"","",""
779,2023-10-25,23-01/2-4-10,Silicone Rolfe's Wax Tin,"Silicone Rolfe's Wax Tin, green",1,Good,Unknown,Rolfe's,Unknown,"Metal, Paint",tinui,object,778,tinui_item,"","",""
780,2023-10-25,23-01/2-4-11,"""Salter Improved Family Scale"" White Metal Scale","""Salter Improved Family Scale"" White Metal Scale with dish",1,Good,Unknown,Salter,Unknown,"Metal, Paint",tinui,object,779,tinui_item,"","",""
781,2023-10-25,23-01/2-4-12,Red Child's Highchair,"Red Child's Highchair, metal with vinyl seat covers",1,Poor,Unknown,Unknown,Unknown,"Metal, Paint, Vinyl",tinui,object,780,tinui_item,"","",""
782,2023-10-25,23-01/2-4-13,Pieco Heat Lamp,Pieco Heat Lamp,1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Rubber",tinui,object,781,tinui_item,"","",""
783,2023-10-25,23-01/2-4-14,Imperial Alliance Tobacco Large Tin,Imperial Alliance Tobacco Large Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,782,tinui_item,"","",""
784,2023-10-25,23-01/2-4-15,Sheffield Carving Set,"Sheffield Carving Set, Stainless steel",1,Good,Unknown,Unknown,Unknown,"Metal, Bone",tinui,object,783,tinui_item,"","",""
785,2023-10-25,23-01/2-4-16,"""Persinware"" White Metal Scales  ","""Persinware"" White Metal Scales  ",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,784,tinui_item,"","",""
786,2023-10-25,23-01/2-4-17,"""Lincoln"" Green Metal Scale with weights","""Lincoln"" Green Metal Scale with weights",1,Good,Unknown,Lincoln,Unknown,"Metal, Paint",tinui,object,785,tinui_item,"","",""
787,2023-10-25,23-01/2-4-18,Large White Metal Jug ,Large White Metal Jug with blue handle,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,786,tinui_item,"","",""
788,2023-10-25,23-01/2-4-19,Metal Scale with weights,Metal Scale with weights,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,787,tinui_item,"","",""
789,2023-10-25,23-01/2-4-20,Wooden Rolling Pin,Wooden Rolling Pin,1,Good,Unknown,Unknown,Unknown,Wood,tinui,object,788,tinui_item,"","",""
790,2023-10-25,23-01/2-4-21,Reckitt's Bag Blue in Cardboard Box,Reckitt's Bag Blue in Cardboard Box,1,Good,Unknown,Reckitt's,Unknown,"Cardboard, ink, product",tinui,object,789,tinui_item,"","",""
791,2023-10-25,23-01/2-4-22,"Metal Sandwich Press, Wooden Handle","Metal Sandwich Press, Wooden Handle",1,Good,Unknown,Unknown,Unknown,"Metal, Wood",tinui,object,790,tinui_item,"","",""
792,2023-10-25,23-01/2-4-23,Pan Am Glass Ash Tray,Pan Am Glass Ash Tray,1,Good,Unknown,Pan Am,Unknown,"Glass, Paint",tinui,object,791,tinui_item,"","",""
793,2023-10-25,23-01/2-4-24,Waco Aerated Water Bottle with Spray Top,Waco Aerated Water Bottle with Spray Top,1,Good,Unknown,Waco,Unknown,"Glass, Metal",tinui,object,792,tinui_item,"","",""
794,2023-10-25,23-01/2-4-25,Goblin Teasmade,"Goblin Teasmade with two teapots, One metal, one ceramic",1,Good,Unknown,Unknown,Unknown,"Metal, Ceramic, Plastic, Rubber",tinui,object,793,tinui_item,"","",""
795,2023-10-25,23-01/2-4-26,"""Salter"" Scales with Cream and Green Enamel","""Salter"" Scales with Cream and Green Enamel",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,794,tinui_item,"","",""
796,2023-10-25,23-01/2-4-27,"""Avery"" Gold Metal Scale with Weights","""Avery"" Gold Metal Scale with Weights",1,Fair,Unknown,Avery,Unknown,"Metal, Paint",tinui,object,795,tinui_item,"","",""
797,2023-10-25,23-01/2-4-28,Ceramic Mug full of clothes pegs,Ceramic Mug full of wooden clothes pegs,1,Good,Unknown,Unknown,Unknown,"Ceramic, paint, Wood",tinui,object,796,tinui_item,"","",""
798,2023-10-25,23-01/2-4-29,Set of wooden butter pats,Set of wooden butter pats,1,Good,Unknown,Unknown,Unknown,Wood,tinui,object,797,tinui_item,"","",""
799,2023-10-25,23-01/2-4-30,"""Champion's Vinegar"" Glass Bottle ","""Champion's Vinegar"" Glass Bottle ",1,Good,Unknown,Champion's,Unknown,Glass,tinui,object,798,tinui_item,"","",""
800,2023-10-25,23-01/2-4-31,Small Glass Jars,Small Glass Jars,15,Good,Unknown,Unknown,Unknown,Glass,tinui,object,799,tinui_item,"","",""
801,2023-10-25,23-01/2-4-32,"Assorted Glass Jars, Large","Assorted Glass Jars, Large",1,Good,Unknown,Unknown,Unknown,Glass,tinui,object,800,tinui_item,"","",""
802,2023-10-25,23-01/2-4-33,Thermos Green Metal with handle,Thermos Green Metal with handle,1,Good,Unknown,Thermos,Unknown,"Metal, Paint",tinui,object,801,tinui_item,"","",""
803,2023-10-25,23-01/2-4-34,Thermos Large Blue with handle,Thermos Large Blue with handle,1,Good,Unknown,Thermos,Unknown,"Metal, Paint",tinui,object,802,tinui_item,"","",""
804,2023-10-25,23-01/2-4-35,Optulle Dressings Tin,"Optulle Medicated Dressings Tin, yellow and blue",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,803,tinui_item,"","",""
805,2023-10-25,23-01/2-4-36,Hoover Steam Iron,Hoover Steam Iron,1,Good,Unknown,Unknown,Unknown,"Metal, Paint, Plastic, Thread",tinui,object,804,tinui_item,"","",""
806,2023-10-25,23-01/2-4-37,"""Freezin Hot"" Plastic Thermos","""Freezin Hot"" Plastic Thermos",1,Good,Unknown,Unknown,Unknown,Plastic,tinui,object,805,tinui_item,"","",""
807,2023-10-25,23-01/2-4-38,Plastic Milk Bottle with handle,Plastic Milk Bottle with handle,1,Fair,Unknown,Unknown,Unknown,Plastic,tinui,object,806,tinui_item,"","",""
808,2023-10-25,23-01/2-4-39,"""My Best Jam"" Jar with hinged lid","""My Best Jam"" Jar with hinged lid",1,Good,Unknown,Crownford China Co. Inc.,Unknown,"Glass, Metal",tinui,object,807,tinui_item,"","",""
809,2023-10-25,23-01/2-4-40,"""Cooks NZ Wines"" Large Green Glass Bottle ","""Cooks NZ Wines"" Large Green Glass Bottle ",1,Good,Unknown,Cook's NZ Wines,Unknown,Glass,tinui,object,808,tinui_item,"","",""
810,2023-10-25,23-01/2-4-41,"""Seppelts Wine Vinegar"" Glass Bottle with Plastic Lid","""Seppelts Wine Vinegar"" Glass Bottle with Plastic Lid",1,Good,Unknown,Seppelts,Unknown,"Glass, Plastic",tinui,object,809,tinui_item,"","",""
811,2023-10-25,23-01/2-4-42,Cake Icing Kit,Cake Icing Kit,1,Good,Unknown,Unknown,Unknown,"Cardboard, Metal",tinui,object,810,tinui_item,"","",""
812,2023-10-25,23-01/2-4-43,Polystrene Ormond Wine Cooler,Polystrene Ormond Wine Cooler,1,Good,Unknown,Ormond,Unknown,"Polysterene, Paper",tinui,object,811,tinui_item,"","",""
813,2023-10-25,23-01/2-4-44,"Assorted Glass Jars, Small","Assorted Glass Jars, Small",15,Good,Unknown,Unknown,Unknown,Glass,tinui,object,812,tinui_item,"","",""
814,2023-10-25,23-01/2-4-45,Child's Mickey Mouse Plate,Child's Mickey Mouse Plate,1,Good,Unknown,Disney,Unknown,Plastic,tinui,object,813,tinui_item,"","",""
815,2023-10-25,23-01/2-4-46,"""St George Preserving Works"" Glass Jar","""St George Preserving Works"" Glass Jar",1,Good,Unknown,"St. George Preserving Works, Dunedin N.Z.",Unknown,Glass,tinui,object,814,tinui_item,"","",""
816,2023-10-25,23-01/2-4-47,Corbans Large Glass Bottle,Corbans Large Glass Bottle,1,Good,Unknown,Corbans,Unknown,Glass,tinui,object,815,tinui_item,"","",""
817,2023-10-25,23-01/2-4-48,Metal Mincer,Metal Mincer,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,816,tinui_item,"","",""
818,2023-10-25,23-01/2-4-49,"""Allways"" Fire Extinguisher ","""Allways"" Fire Extinguisher ",1,Good,Unknown,Allways,Unknown,Metal,tinui,object,817,tinui_item,"","",""
819,2023-10-25,23-01/2-4-50,Bournville Cocoa Tin,Bournville Cocoa Tin,2,Poor,Unknown,Bournville,Unknown,"Metal, Paper",tinui,object,818,tinui_item,"","",""
820,2023-10-25,23-01/2-4-51,Large Metal Oil Can with Spout,Large Metal Oil Can with Spout,1,Good,Unknown,Unknown,Unknown,Metal,tinui,object,819,tinui_item,"","",""
821,2023-10-25,23-01/2-4-52,"Wooden Racket Case ""Solway College""","Wooden Racket Case ""Solway College""",1,Good,Unknown,Unknown,Unknown,"Wood, Metal",tinui,object,820,tinui_item,"","",""
822,2023-10-25,23-01/2-4-53,Jug & Kettle Element in Box,Jug & Kettle Element in Box,1,Good,Unknown,Eutron,Unknown,"Metal, Cardboard",tinui,object,821,tinui_item,"","",""
823,2023-10-25,23-01/2-4-54,"""Quickcube"" Metal Ice cube Tray","""Quickcube"" Metal Ice cube Tray with lever",1,Good,Unknown,Frigidare,Unknown,Metal,tinui,object,822,tinui_item,"","",""
824,2023-10-25,23-01/2-4-55,Blue and White Candlestick,Blue and White Candlestick with handle,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,823,tinui_item,"","",""
825,2023-10-25,23-01/2-4-56,"Marmite Jar, small ","Marmite Jar, small ",1,Fair,Unknown,Sanitarium ,Unknown,"Glass, Metal, Paint",tinui,object,824,tinui_item,"","",""
826,2023-10-25,23-01/2-4-57,Small Metal Pot with Handle,Small Metal Pot with Handle,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,825,tinui_item,"","",""
827,2023-10-25,23-01/2-4-58,Cast Iron Tray,Cast Iron Tray with 12 sections for making Ginger Gems,1,Fair,Unknown,Unknown,Unknown,Metal,tinui,object,826,tinui_item,"","",""
828,2023-10-25,23-01/2-4-59,Moulin-Legumes Moulie with wooden handle,Moulin-Legumes Moulie with wooden handle. For mashing vegetables,1,Fair,Unknown,Unknown,Unknown,"Metal, Wood, Paint",tinui,object,827,tinui_item,"","",""
829,2023-10-25,23-01/2-4-60,BFI Antiseptic Powder Tin,BFI Antiseptic Powder Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,828,tinui_item,"","",""
830,2023-10-25,23-01/2-4-61,Tin with Teapot design,"Tin with Teapot design, bottom reads ""Willow, Made in Australia""",1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,829,tinui_item,"","",""
831,2023-10-25,23-01/2-4-62,Pulmonas Pastilles Tin,Pulmonas Pastilles Tin,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,830,tinui_item,"","",""
832,2023-10-25,23-01/2-4-63,Milady's Hosiery Cardboard Box,Milady's Hosiery Cardboard Box,1,Good,Unknown,Korma Mills Auckland,Unknown,"Cardboard, ink",tinui,object,831,tinui_item,"","",""
833,2023-10-25,23-01/2-4-64,Swan Lake Chocolate Assortment Box,Swan Lake Chocolate Assortment Box,1,Good,Unknown,Unknown,Unknown,"Cardboard, Paper, Ink",tinui,object,832,tinui_item,"","",""
834,2023-10-25,23-01/2-4-65,Enamel Casserole Dish with apple design,Enamel Casserole Dish with apple design,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,833,tinui_item,"","",""
835,2023-10-25,23-01/2-4-66,Wooden Serving Tray,Wooden Serving Tray with inlayed design,1,Good,Unknown,Unknown,Unknown,Wood,tinui,object,834,tinui_item,"","",""
836,2023-10-25,23-01/2-4-67,"""Renco for Junket"" Glass Bottle","""Renco for Junket"" Glass Bottle",1,Good,Unknown,Unknown,Unknown,"Glass, Plastic, Paper",tinui,object,835,tinui_item,"","",""
837,2023-10-25,23-01/2-4-68,Everyready torch,Everyready torch,1,Good,Unknown,Everyready,Unknown,"Metal, Glass, Paint",tinui,object,836,tinui_item,"","",""
838,2023-10-25,23-01/2-4-69,Tin with Ballerina design,Tin with Ballerina design,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,837,tinui_item,"","",""
839,2023-10-25,23-01/2-4-70,Metal Mug,"Metal Mug, unpainted metal and handle. ""Diamond Brand""",1,Good,Unknown,Diamond Brand,Unknown,Metal,tinui,object,838,tinui_item,"","",""
840,2023-10-25,23-01/2-4-71,Cream Metal mug with green rim,Cream Metal mug with green rim,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,839,tinui_item,"","",""
841,2023-10-25,23-01/2-4-72,Tan Metal mug with green rim,Tan Metal mug with green rim,3,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,840,tinui_item,"","",""
842,2023-10-25,23-01/2-4-73,Pink and White Metal Bowl,Pink and White Metal Bowl,1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,841,tinui_item,"","",""
843,2023-10-25,23-01/2-4-74,Green Ceramic Flower Pot,Green Ceramic Flower Pot,1,Good,Unknown,Unknown,Unknown,"Ceramic, paint",tinui,object,842,tinui_item,"","",""
844,2023-10-25,23-01/2-4-75,Crystal Vase,Crystal Vase,1,Good,Unknown,Unknown,Unknown,Glass,tinui,object,843,tinui_item,"","",""
845,2023-10-25,23-01/2-4-76,Chocolate Box with Rose Design,Chocolate Box with Rose Design,1,Good,Unknown,Unknown,Unknown,"Cardboard, ink",tinui,object,844,tinui_item,"","",""
846,2023-10-25,23-01/2-4-77,"Trents ""Good Cook"" Black Pepper Tin","Trents ""Good Cook"" Black Pepper Tin",1,Good,Unknown,Unknown,Unknown,"Metal, Paper, Ink",tinui,object,845,tinui_item,"","",""
847,2023-10-25,23-01/2-4-78,Cadbury Chocolate Tin,Cadbury Chocolate Tin,1,Good,Unknown,Cadbury,Unknown,"Metal, Paint",tinui,object,846,tinui_item,"","",""
848,2023-10-25,23-01/2-4-79,"""The Marquess of Queensbury's"" Tea Tin","""The Marquess of Queensbury's"" Tea Tin",1,Fair,Unknown,Clipper Tea & Produce Company Ltd.,Unknown,"Metal, Paint",tinui,object,847,tinui_item,"","",""
849,2023-10-25,23-01/2-4-80,"""Rashells Tea of Flavour"" Tin","""Rashells Tea of Flavour"" Tin with Australian animals on sides",1,Poor,Unknown,Rashells,Unknown,"Metal, Paint",tinui,object,848,tinui_item,"","",""
850,2023-10-25,23-01/2-4-81,Strangs Pure Cayenne Tin,Strangs Pure Cayenne Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paper, Ink",tinui,object,849,tinui_item,"","",""
851,2023-10-25,23-01/2-4-82,Strangs Pure Ground Cinnamon Tin,Strangs Pure Ground Cinnamon Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paper, Ink",tinui,object,850,tinui_item,"","",""
852,2023-10-25,23-01/2-4-83,Golden Virgin Hand Rolling Tobacco Tin,Golden Virgin Hand Rolling Tobacco Tin,1,Good,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,851,tinui_item,"","",""
853,2023-10-25,23-01/2-4-84,"""Capstan Navy Cut Cigarettes"" Box","""Capstan Navy Cut Cigarettes"" Box",2,Fair,Unknown,Capstan,Unknown,"Metal, Paint",tinui,object,852,tinui_item,"","",""
854,2023-10-25,23-01/2-4-85,"""Ogden's St Bruno Flake"" Tobacco Tin","""Ogden's St Bruno Flake"" Tobacco Tin",1,Fair,Unknown,Ogden,Unknown,"Metal, Paint",tinui,object,853,tinui_item,"","",""
855,2023-10-25,23-01/2-4-86,"""State Express"" Cigar Tin","""State Express"" Cigar Tin",1,Fair,Unknown,Unknown,Unknown,"Metal, Paint",tinui,object,854,tinui_item,"","",""
856,2023-10-25,23-01/2-4-87,"""Vegetable Growing in the Home Garden"" Booklet","""Vegetable Growing in the Home Garden"" Booklet",1,Good,1943,Dig for Victory,Unknown,"Paper, Ink",tinui,object,855,tinui_item,"","",""
